,Accident_Index,Longitude,Latitude
1182796,201150EC2A021,-4.116452,50.376271
404186,200701TW60040,-0.33689,51.439096
1576786,201434WN29464,-0.952367,52.259769
1135907,201131C137211,-1.210498,53.005378
1697308,2.0152E+12,-2.160863,52.621497
1177698,2.01147E+12,-0.754674,50.830566
1314766,2.01244E+12,-1.011575,50.884573
1261744,201214A041912,-1.023516,53.58529
982323,20103102A2167,-1.151117,53.202252
1348747,2.01295E+12,-3.293403,55.926576
1185980,2.01152E+12,-2.322178,51.163337
1202804,2.01194E+12,-3.417479,56.07213
832794,2.00935E+12,-0.233836,52.57956
1681502,2.0151E+12,-1.444399,55.042859
854925,2.00944E+12,-1.496027,50.923046
984226,20103102D0949,-1.109994,52.881293
236690,200606C056753,-2.219457,53.410829
460151,200720G003202,-2.094349,52.547923
638437,200820F036102,-2.009534,52.462015
1424347,201331A012413,-1.268264,53.113541
516127,2.00744E+12,-1.048083,51.280315
1439120,2013400CA0869,-0.421257,51.886905
684574,200843P387108,-1.20095,51.715584
1415277,201320W500773,-1.94059,52.508659
759644,200901WW50954,-0.183613,51.443655
320459,200642I493711,0.91788,51.893052
355812,2.00652E+12,-2.677508,51.500099
1201396,2.01192E+12,-2.38977,56.889851
1447353,201343P099083,-1.185251,51.840781
644856,2.00822E+12,-2.114918,52.80043
448114,2.00713E+12,-1.870214,53.731041
332492,2.00644E+12,-1.092719,50.796058
1658529,201501TX20076,-0.353754,51.470772
1195728,2.01161E+12,-3.015497,51.681543
1171667,201145TA63717,-0.100724,51.2909
1338599,2012552C31482,-1.977984,50.778901
1551935,2014160D02811,-0.308003,53.753774
151911,2.00546E+12,1.121943,51.370986
1651327,201501LX50719,-0.106089,51.42234
315757,20064100T2126,-0.221782,51.77903
632276,2008160A01690,-0.055332,53.564658
881792,2.00953E+12,-2.398982,51.988168
467224,2.00722E+12,-2.16113,52.903127
1088768,201105AA04930,-3.026229,53.408869
641942,200820K083201,-2.010881,52.552185
589771,200801XH30024,-0.403371,51.562587
627216,2.00813E+12,-1.538939,53.834578
40657,200506C023775,-2.254446,53.425412
486030,2.00733E+12,-1.008955,52.469012
1119681,201120J005461,-2.130317,52.443423
1053035,2.01095E+12,-3.203933,55.94195
1017369,201045MO48947,-0.358463,51.226363
1467649,2.01347E+12,-0.202586,51.052502
101198,20053102C1166,-1.158907,53.002921
1201277,2.01192E+12,-2.857289,57.485734
408354,200701XH65223,-0.426821,51.505983
256863,2.00613E+12,-1.305431,53.693774
289040,200630A000009,-1.343435,52.892073
681693,200843N081018,-0.587037,51.539135
1471858,201350KN3F002,-3.166312,50.714284
98533,200530D000531,-1.478416,52.90308
1291356,201234WS21512,-0.975652,52.235419
1045386,2.01062E+12,-3.1213,51.508386
1109806,2.01113E+12,-1.637219,53.697755
1406698,201314K216513,-1.444939,53.450991
1271584,201220S046922,-1.972312,52.437828
1653956,201501PY20300,0.054465,51.365318
1385732,201305EE04046,-2.961402,53.442075
214974,200601SX21061,-0.227,51.582806
746902,200901JC30571,0.002816,51.560313
1383218,201304FE13049,-2.156437,53.892706
936400,201005EE05001,-2.947826,53.421293
355893,2.00652E+12,-2.366005,51.370115
1494747,201401BS70600,-0.215753,51.508807
1558775,201420Z001294,-1.985068,52.561984
848480,200943N153089,-0.761482,51.953469
414126,200704BC07018,-2.965249,53.916521
605396,200806F098057,-2.354094,53.482506
433517,2.0071E+12,-1.559205,54.907206
1374741,201301XD80304,-0.291738,51.515424
1734982,201543P233075,-1.260792,51.753652
300156,2.00633E+12,-1.141292,52.658213
1665052,201501ZD30666,-0.100385,51.403813
760594,200901XH30086,-0.473292,51.508125
1333039,2.01252E+12,-2.662767,51.028545
772787,200905EE33849,-2.996734,53.421344
1277218,201222D205048,-2.217886,52.41983
710929,200850JT3H005,-4.327304,50.64037
1387470,201306F075545,-2.253457,53.486807
125385,200542B012604,0.48588,51.581738
1388309,201306K072758,-2.469042,53.547907
517665,2.00744E+12,-1.165142,50.824657
648827,200822EA87426,-2.584255,51.912499
1728370,20154100G0344,-0.305902,51.847014
1038089,2.01053E+12,-2.17504,52.033218
1665014,201501ZD30619,-0.11637,51.403172
1061453,201101CW12586,-0.120033,51.516573
1685756,20151322A0774,-1.780966,53.783306
120657,20054100A0231,-0.09698,51.844069
1755391,2.01547E+12,-0.511299,50.808968
1760114,2.01552E+12,-2.296685,51.223787
612586,2.00807E+12,-2.55727,53.082078
1570902,201431D276614,-1.137904,52.996487
1074823,201101TA01831,0.064671,51.572191
775928,200906J011047,-2.18963,53.368094
758745,200901VW40315,-0.186634,51.410969
624865,2.00813E+12,-1.534218,53.684725
161176,200550C41Q451,-4.185864,51.020319
16342,200501RY10619,0.126772,51.433937
682157,200843N177058,-0.789371,51.81475
462274,200720J086601,-2.062888,52.513422
167083,2.00552E+12,-2.623458,51.455979
667975,2.00836E+12,0.136741,52.207482
1280463,201230B002547,-1.605479,53.105202
1661856,201501XD80812,-0.323996,51.524485
1075032,201101TB00159,-0.19313,51.366555
465244,2.00722E+12,-2.025721,52.708787
902120,200997NC03611,-4.12819,55.895657
725035,2.00862E+12,-3.683378,51.48332
1412579,201320M008433,-1.491405,52.427209
1645079,201501FH10273,-0.21955,51.504332
1132198,201130C000328,-1.417701,53.128613
1395778,2.0131E+12,-1.473756,54.85655
1218666,201201KG70210,0.104211,51.537765
796776,2.00913E+12,-1.719172,53.786779
429909,2.00707E+12,-2.09058,53.363446
1083101,2.01103E+12,-2.750419,54.32323
974682,2.01021E+12,-2.090053,52.754694
1297424,2012400BA0228,-0.491115,52.117557
793475,2.00913E+12,-1.69257,53.688382
491517,2.00736E+12,1.141316,52.368564
664333,200834TN60578,-0.893291,52.1908
1052137,2.01095E+12,-2.679061,55.618532
1457104,2.01345E+12,-0.120768,51.249632
438662,200711DJ04500,-1.586752,54.56194
1125523,2.01121E+12,-2.19408,53.023716
305424,2.00635E+12,-0.245101,52.31925
76490,2005170M11045,-1.262277,54.563272
982860,20103102B1807,-0.85048,53.090687
1223785,201201RY10013,0.181497,51.450108
1434067,2.01335E+12,-0.224126,52.633541
27067,2.00503E+12,-3.376824,54.327775
1392068,2.01307E+12,-2.126877,53.258801
979808,201030C000045,-1.239257,53.288964
702541,2.00847E+12,-0.112065,51.024435
1399709,2.01313E+12,-1.530924,53.763082
602876,200805FF24711,-2.855989,53.359153
199492,200601CP00054,-0.075055,51.509909
19511,200501TX20069,-0.409594,51.495859
1258728,2.01213E+12,-1.762253,53.818061
62507,2.00513E+12,-1.624571,53.808361
769065,200904EN09071,-2.536735,53.780423
1142102,201134NC08051,-0.77557,52.492
59896,2.00512E+12,-1.668167,54.381638
158853,200550A23G085,-5.302886,50.113805
856332,2.00944E+12,-1.513542,51.057918
1514889,201401WW50385,-0.175112,51.458362
668704,2.00836E+12,1.124249,52.621646
773307,200906A009046,-2.19549,53.49896
472171,200722GA86049,-2.51031,52.695466
753990,200901RG40227,0.051342,51.471614
134276,200543P390035,-1.2393,51.750636
433063,2.00707E+12,-2.406434,53.234966
1464692,2.01347E+12,-0.207211,50.838215
1601048,2.01445E+12,-0.252974,51.342166
425917,200706K077680,-2.439959,53.566983
450321,200714C045807,-1.443958,53.455759
918581,201001RY10176,0.09973,51.443508
281205,2.00622E+12,-2.221429,53.065558
872099,2.00947E+12,0.540357,50.854576
1749782,2.01546E+12,1.071681,51.288455
899006,2.00996E+12,-3.825951,56.022639
716412,2.00853E+12,-2.189144,51.886374
471574,200722FA86965,-2.384527,52.542661
1710646,2.0153E+12,-1.418682,53.233447
1365555,201301LX50946,-0.114573,51.463789
746516,200901JC30095,-0.008987,51.567528
409229,200701YR63594,-0.10394,51.598597
93059,200522FG44909,-2.558197,52.876484
731901,2.00894E+12,-3.12301,56.127545
1023026,2.01046E+12,0.934247,51.314498
1729384,2.01542E+12,0.365925,51.503154
228188,200604DF06218,-2.680678,53.7663
231200,200605AA11324,-3.056454,53.384065
708682,200850E31A725,-4.148597,50.371724
1213576,201201EO40502,-0.122856,51.560053
807976,200920G020101,-2.127788,52.586099
815571,200922C904280,-2.542889,52.266846
1614796,201450AP2M031,-5.445294,50.170804
626332,2.00813E+12,-1.772899,53.815565
430763,2.00707E+12,-2.371493,53.248563
1168427,2.01144E+12,-1.034996,50.877341
444568,2.00713E+12,-1.630264,53.80002
1108320,2.01113E+12,-1.521333,53.672629
322291,200643N192106,-0.860121,51.64965
1330920,201250GT3I006,-5.005824,50.271547
102941,200532B004605,-0.129275,52.788705
1007111,201043N290120,-0.82201,51.825961
568020,200797NE05703,-3.991701,55.775896
184979,200563DP12105,-3.47386,51.912003
387834,2.00698E+12,-3.160101,54.98434
1538494,201411ND28674,-1.581086,54.761484
1562489,201422D401657,-1.938818,52.299006
29049,200504AL05107,-3.025509,53.747217
265054,200614C105106,-1.172416,53.347667
162791,200550E21Q541,-4.170162,50.40973
1188176,2.01152E+12,-2.618395,51.454118
1489068,2.01395E+12,-3.284246,55.917786
492261,2.00736E+12,0.429972,52.769394
735216,2.00896E+12,-3.743416,55.996425
678686,200842I192005,0.21785,52.001948
1765857,2.01555E+12,-2.549521,50.945976
1652531,201501MM70794,-0.080346,51.473719
1347962,2.01293E+12,-3.47334,56.402867
363690,200654DW33706,-1.801559,51.573641
397488,200701LX50697,-0.131225,51.426195
283885,2006216M31986,-2.175952,52.891869
1267465,2012170L10592,-1.099186,54.533427
697881,2.00846E+12,0.099946,51.281807
1122290,201120S054821,-1.899682,52.420618
1016673,201045EP47769,-0.236711,51.316589
63028,2.00513E+12,-1.556636,53.683911
1652253,201501MM70423,-0.056351,51.479259
142681,2005445SP0082,-1.419354,50.933392
1524302,201404EN14096,-2.475315,53.786867
911742,201001KD50292,0.172576,51.586429
1104451,2.01112E+12,-0.63638,54.484227
1670435,201504WB15388,-2.770572,54.069373
1137144,201131D280711,-1.14407,52.919687
974048,2.01021E+12,-2.163735,53.04201
1687057,20151325K1284,-1.764454,53.791535
1048067,201063DP21010,-3.269392,52.766186
1661203,201501XD80053,-0.330069,51.531855
1489796,2.01395E+12,-3.226553,55.958531
228368,200604DL06098,-2.709998,53.777635
1587344,201442I049602,0.70523,51.926367
1778503,201597KC02812,-4.765581,55.947646
1248291,2.01207E+12,-2.234446,53.263923
1070977,201101QK50316,-0.218513,51.552552
479417,20073102C2521,-1.145771,52.988893
703260,2.00847E+12,-0.244283,50.834758
117057,200537B022706,0.838164,52.294491
766288,200904BA09181,-2.800929,54.057765
1651004,201501LX50315,-0.13516,51.4184
520434,200745RU05246,-0.52567,51.371931
1360084,201301FH10540,-0.187823,51.479063
1373866,201301WW50298,-0.194453,51.457043
838777,200937G028546,1.151271,52.062145
1085813,201104CC11090,-2.659632,53.624607
1000601,20104100F0240,-0.349549,51.809399
1282756,201231A087612,-1.150853,53.214089
852406,200943S108049,-0.769899,52.04464
429871,2.00707E+12,-2.195867,53.154776
278308,200620L073201,-1.84135,52.407967
387411,200697UD21407,-4.747274,55.337751
420223,200705DD19149,-2.705477,53.462162
1327254,2.01247E+12,-0.244215,50.836555
1533103,2.01407E+12,-2.459698,53.081138
1468395,201350AP2J004,-5.552265,50.099931
1614001,2.01447E+12,0.739261,50.953091
821084,200930B000552,-1.771353,53.344655
1003126,201042I132904,0.556615,51.889589
1323910,2.01246E+12,1.312563,51.128721
207059,200601KF60307,0.053487,51.538574
201076,200601CW11586,-0.124472,51.506753
1324903,2.01247E+12,-0.782946,50.856819
859460,200945GU44744,-0.567184,51.215526
1572836,201432L089214,-0.542706,53.229447
169600,2.00552E+12,-2.60024,51.452504
58238,200511CI22760,-1.765966,54.835169
601911,200805EE23449,-2.970966,53.439624
980020,201030C000266,-1.28699,53.224177
567494,200797NA06401,-4.067638,55.845822
347689,2.00647E+12,-0.156349,50.867757
1073779,201101TA00424,0.204387,51.512902
167215,2.00552E+12,-2.762685,51.476197
976120,201022D005769,-2.113557,52.390488
487086,200734NW21297,-0.702901,52.298372
439187,2.00712E+12,-1.378431,54.011728
729863,2.00892E+12,-1.998957,57.653836
1520526,2.01403E+12,-3.508741,54.578675
757760,200901TX20406,-0.428623,51.453581
1126147,2.01121E+12,-2.217352,53.026552
315155,20064100J2800,-0.348745,51.656611
898164,2.00995E+12,-3.241111,55.967999
115772,2.00536E+12,1.29966,52.931125
1185290,201150KH2H031,-3.193365,50.798437
1338871,2012552C46360,-1.936057,50.736619
58691,2.00512E+12,-1.993117,53.900717
640795,200820J030202,-2.18029,52.503592
1276167,201222C201440,-2.116967,52.290962
790463,2.00912E+12,-1.067513,53.925948
1177070,2.01146E+12,1.178412,51.20063
1144533,2.01135E+12,0.016185,52.450583
462345,200720J097601,-2.094201,52.478879
78059,200520D216703,-1.861016,52.46517
1567162,2.0143E+12,-1.390044,53.097552
771971,200905DD33532,-2.741259,53.44972
1449672,201343S050123,-0.666796,52.04743
968836,201020M002640,-1.509175,52.442657
1630900,201463AC34714,-4.188715,51.728128
514714,2.00744E+12,-1.078545,50.802512
903746,200997UD70609,-4.621675,55.460876
748878,200901KG70017,0.140561,51.580992
938111,201006B036839,-2.236946,53.471739
540096,2.00752E+12,-2.608337,51.433669
1226079,201201TB00081,-0.268693,51.514995
397716,200701LX65088,-0.122833,51.476511
1587068,201442I019101,0.110393,51.687727
1768314,2.01561E+12,-3.092874,51.597468
1175241,2.01146E+12,0.499826,51.433317
1128381,201122D104667,-2.069224,52.325163
1107867,2.01113E+12,-1.632086,53.903928
482933,200732D085707,-0.598675,53.252412
1609874,2.01446E+12,0.866492,51.159944
886164,2.00961E+12,-2.972407,53.212275
1581525,201437EA80320,1.290722,52.228854
1047964,201063DP10410,-3.29713,52.06541
966669,201020G500070,-2.122273,52.566866
2048,200501CW11311,-0.186054,51.516354
377305,2.00693E+12,-3.421239,56.204716
1271829,201220T010482,-1.856684,52.484673
237458,200606G044796,-2.063111,53.48562
397242,200701LX50394,-0.117539,51.45817
996064,201037B045010,0.697431,52.085465
602554,200805EE28648,-2.96652,53.449368
391695,200701FH10258,-0.220968,51.504389
1750836,2.01546E+12,1.424061,51.335612
1364773,201301KG70498,0.151203,51.534305
956835,2.01013E+12,-1.78758,53.645264
270752,2006170M13526,-1.261471,54.556527
1719503,201534WN07315,-0.870486,52.228662
8810,200501KF60238,0.028679,51.525516
524637,2.00746E+12,0.168243,51.398194
910449,201001JC30316,-0.014921,51.573744
125545,200542B029808,0.45659,51.557893
1217313,201201KD50056,0.228074,51.584759
1001062,20104100G0724,0.000724,52.049989
554714,2.00762E+12,-3.257229,51.473377
657697,20083102D1787,-1.268856,52.925169
1255692,2.01212E+12,-1.387171,54.04937
1031313,201050FT2A008,-3.528544,50.489814
770747,200905BB01236,-2.99993,53.454936
599492,200804TA08069,-2.628369,53.717509
495233,200737L014201,1.56616,52.46569
320889,200642I540212,0.453295,51.729644
108927,200534NC02768,-0.729564,52.493763
1641215,201501BS70761,-0.176224,51.481544
57324,200511AK26960,-1.656345,54.635311
539643,2.00752E+12,-2.604353,51.426137
837856,200937B043265,0.730487,52.041086
1525295,201404WA14039,-3.055765,53.810774
1331425,201250JN2I002,-3.638483,50.48133
967422,201020J007712,-2.169619,52.448588
39940,200506A919409,-2.211904,53.495337
1412798,201320M014923,-1.513025,52.413724
1337025,2.01254E+12,-2.130571,51.477885
322181,200643N169066,-0.800289,51.791483
1222200,201201QA10122,-0.360682,51.586188
456633,200720D069103,-1.857323,52.469211
280385,2.00622E+12,-2.181965,53.049804
504285,200742I368708,1.286349,51.940265
1141886,2.01133E+12,-1.230148,52.675006
336834,200645SP80377,-0.460557,51.407064
543642,2.00752E+12,-2.579416,51.501434
832945,2.00935E+12,-0.049053,52.239564
723601,2.00861E+12,-3.079647,51.544565
1756797,201550DE2B005,-3.532654,50.733901
1379611,2.01303E+12,-2.843314,54.714467
1399622,2.01313E+12,-1.49637,53.685561
207379,200601KF60657,0.054309,51.508793
592249,200801ZD30612,-0.06481,51.387707
44463,200506L027651,-2.705239,53.58405
74868,2005160C07440,-0.529943,53.725419
109087,200534NC05813,-0.716597,52.402816
641273,200820J098101,-2.122052,52.487214
1139204,201132N180011,-0.555285,53.174402
989060,2.01033E+12,-1.066435,52.563159
828592,2.00933E+12,-1.147444,52.630747
480086,20073102D1042,-1.105665,52.990486
74954,2005160C08340,-0.389755,53.776474
854571,2.00944E+12,-1.423549,51.226564
1003753,201042I200506,0.44097,51.707867
1696898,2015170S40385,-1.361622,54.531822
1618044,201450KA2F008,-3.039053,50.780768
492759,2.00736E+12,0.622908,52.454056
1293776,2.01236E+12,1.255118,52.610834
429027,200706X064278,-2.385386,53.543262
1536639,2.0141E+12,-1.58171,54.923911
414099,200704BB07206,-2.798061,54.099398
737597,200897KC01901,-4.643341,55.929804
896972,2.00995E+12,-3.158688,55.928097
1565508,201423S030538,-1.340182,52.262861
1582208,201437EA84232,1.271621,52.01175
978146,2.01023E+12,-1.522011,52.303178
1731748,201542I215106,1.28177,51.93847
63175,2.00513E+12,-1.257319,53.708226
1544027,2.01413E+12,-1.706505,53.766274
1415381,201320Z002073,-1.867053,52.513185
298584,2.00633E+12,-0.558332,52.689236
665082,200834WS20028,-1.161435,51.996647
1031158,201050EP2F031,-4.07927,50.384767
118262,200537G018856,1.238831,52.060219
1580821,201436T140156,1.261347,52.651657
1605162,2.01446E+12,0.527614,51.295387
206833,200601KF60055,0.016922,51.553057
830670,2.00933E+12,-1.396497,52.731527
367170,2006600FL3126,-2.935024,53.17347
573455,200801EO40472,-0.140769,51.563036
163711,200550F21I577,-3.576593,50.429724
1136275,201131C259611,-1.200122,52.971652
1615995,201450EC2E043,-4.142398,50.37022
1536073,2.0141E+12,-1.4397,54.971391
1315001,2.01244E+12,-1.482921,51.208983
1161621,201143R228101,-0.548365,51.490105
781050,2.00907E+12,-2.366633,53.153384
1196291,2.01162E+12,-3.179399,51.481559
1070951,201101QK50285,-0.278517,51.564059
1038278,201054DE10010,-1.773819,51.551561
158964,200550A31E269,-5.565463,50.1341
319233,200642I362109,0.504372,51.592496
200948,200601CW11425,-0.1301,51.513587
698785,2.00846E+12,1.139651,51.234869
1610254,2.01447E+12,0.440345,50.85771
379348,2.00695E+12,-2.742235,55.969677
1522088,201404AX14013,-3.051948,53.816021
692297,2.00844E+12,-1.186541,50.908621
79811,200520E181003,-1.838125,52.445632
1204193,2.01195E+12,-3.626305,55.895762
396670,200701KG67710,0.142468,51.593907
1457787,2.01345E+12,-0.431361,51.365275
151752,2.00546E+12,0.813068,51.421537
939573,201006J034689,-2.157785,53.453533
25185,200501YR90788,-0.099842,51.582614
739079,200897QB05404,-4.038091,55.790953
636429,200820D158401,-1.829716,52.489492
736324,200897BE01009,-4.25449,55.880826
551473,2.00761E+12,-3.11391,51.553956
659039,200832B357108,-0.160896,52.868769
652958,200830B000393,-1.888143,53.429046
1440922,20134100F0341,-0.336172,51.822069
97487,200530C000340,-1.404142,53.276778
1597432,2.01444E+12,-0.976358,50.854881
671047,200837G024423,1.132821,52.057061
256686,2.00613E+12,-1.901116,53.868679
380673,2.00695E+12,-3.19524,55.940418
1088940,201105AA06891,-3.048431,53.424677
181316,2.00562E+12,-3.168654,51.4894
1338557,2012552C28509,-1.95066,50.730241
1000185,20104100D0357,-0.476774,51.744665
1134023,201130D001226,-1.288208,52.887979
1135328,201131B233911,-1.105256,53.318076
1107244,2.01113E+12,-1.672803,53.816052
1104614,2.01112E+12,-1.133303,53.948013
1217832,201201KF60022,0.007177,51.515185
1575861,201434NE25894,-0.60205,52.390485
445758,2.00713E+12,-1.541444,53.799983
490081,2.00735E+12,-0.264578,52.544859
688462,2.00844E+12,-0.756368,51.293766
125314,200542B005002,0.473315,51.573639
1574104,2.01433E+12,-1.119656,52.65338
1466494,2.01347E+12,-0.226038,50.839123
140229,2.00544E+12,-1.363553,50.913677
233046,200605DD11694,-2.744519,53.412216
477472,200730M010145,-1.295097,53.28688
143840,200545GU65739,-0.699643,51.286135
1352996,201297KA02112,-4.407484,55.846829
1048591,201091NM06892,-3.698273,57.304262
101551,20053102C2521,-1.120097,52.962097
101896,20053102C3834,-1.179637,52.986345
1565996,2.0143E+12,-1.448401,53.252091
514566,2.00744E+12,-0.843314,51.178295
1156527,201142I305007,0.417061,51.609616
81852,200520G080901,-2.132509,52.585195
668444,2.00836E+12,0.617642,52.667653
37046,200505DH00753,-2.704285,53.462978
646224,2.00822E+12,-1.695423,52.614095
1188557,2.01152E+12,-2.584113,51.429296
1555761,201420M006504,-1.58624,52.39836
1446514,201343N173023,-0.608073,51.72002
627849,2.00813E+12,-1.781485,53.683184
1440803,20134100E0445,-0.171338,51.897134
649653,200822FA88899,-2.974257,52.830828
438380,200711CH07030,-1.679411,54.834252
452256,200714H141807,-1.440513,53.339607
718198,200854EV34308,-2.167309,51.088306
369349,2.00661E+12,-3.134957,51.6693
547537,2007557B05199,-1.816008,50.741977
1397065,2.01312E+12,-1.092171,53.966576
7551,200501JI40510,0.123944,51.577517
1662805,201501XH30854,-0.48196,51.529603
1186064,2.01152E+12,-3.179459,50.990929
486657,200734NE01987,-0.604767,52.294466
1069387,201101PL60502,-0.045253,51.472185
446686,2.00713E+12,-1.752569,53.682678
665182,200834WS60518,-0.98869,52.132046
784689,2.0091E+12,-1.574625,54.89432
770006,200904TA09223,-2.252514,53.809492
1722533,2.01536E+12,1.279923,52.651472
1463619,2.01346E+12,1.441581,51.357886
521582,200745TA07987,-0.131772,51.268018
1112234,201114A124111,-1.169819,53.488956
255101,2.00612E+12,-1.093888,53.762741
477204,200730D000949,-1.436377,52.923205
774724,200906C016193,-2.247317,53.415719
1273578,2.01221E+12,-1.926908,52.673438
10452,200501LX50788,-0.125415,51.469717
1256738,2.01213E+12,-1.698998,53.59384
585899,200801SX20778,-0.189248,51.570269
1487362,2.01393E+12,-3.48557,56.176977
692816,200845EL27509,-0.333436,51.383742
663641,200834NC54208,-0.709611,52.491029
895775,2.00994E+12,-3.406134,56.060579
196015,200597NA05008,-4.062243,55.849507
1510415,201401RG40487,0.001897,51.49666
1147511,201136T110082,1.283871,52.619933
919643,201001SX20898,-0.140994,51.628236
115589,2.00536E+12,1.248249,52.64376
1096687,2.01107E+12,-2.498207,53.43534
179640,2.00561E+12,-3.246415,51.588951
880856,2.00953E+12,-2.217238,51.746423
396771,200701KG70015,0.10031,51.528212
957947,2.01013E+12,-1.779695,53.794006
1071104,201101QK50461,-0.279815,51.548791
611006,2.00807E+12,-2.628514,53.411535
176104,2005555W00535,-2.270926,50.909791
178016,2005600GS2035,-4.071558,52.568675
260377,2.00613E+12,-1.75647,53.793781
1301676,201242I025001,0.513287,51.837194
1158442,201143N170091,-0.547348,51.56284
788673,200911SL30299,-1.557279,54.684418
1466832,2.01347E+12,-0.326971,51.087965
1559608,2.01421E+12,-2.080095,52.672957
711243,200850KT2K003,-3.49137,50.901929
875878,200950JO2I004,-4.043614,50.716206
724757,2.00862E+12,-3.309887,51.652642
1290566,201234NK30072,-0.711873,52.398449
1755662,201550AC2D012,-5.299288,50.210615
785472,2.0091E+12,-1.628629,54.955965
395343,200701KD63361,0.228795,51.599494
1259928,2.01213E+12,-1.396843,53.7935
1754924,2.01547E+12,-0.131527,50.822192
1279055,2.01223E+12,-1.666912,52.515487
2441,200501CW11844,-0.123755,51.503144
1330647,201250GA2R012,-4.761858,50.346474
1697672,2.0152E+12,-1.976515,52.481003
1502322,201401JI40307,0.062577,51.567372
1407365,2013160B00231,-0.47663,53.558928
1225148,201201TA00053,-0.301974,51.410628
453422,2007160B02840,-0.496346,53.553846
1713279,201531C187315,-1.177298,52.963292
1212879,201201EK40427,-0.136251,51.521778
1707184,201522E503314,-2.527246,52.173089
1716593,2.01533E+12,-1.127897,52.632576
281595,2.00622E+12,-2.365092,52.953825
1360826,201301GD10714,-0.096307,51.570507
1473980,2.01352E+12,-2.563751,51.457811
436507,2.0071E+12,-1.909044,54.904287
1201200,2.01192E+12,-2.082065,57.131098
1171627,201145TA62648,-0.055266,51.249955
1359279,201301EO40457,-0.106425,51.531912
600840,200805BB27842,-3.003019,53.6497
325805,200643R123046,-0.576643,51.488653
1447072,201343P037103,-1.250492,51.835029
529083,2.00747E+12,-0.440452,51.037734
1686756,20151324T0938,-1.465951,53.798425
420017,200705DD15460,-2.755537,53.448192
682483,200843N247028,-0.739754,51.611732
1708378,201523N025064,-1.453708,52.511813
946933,2.0101E+12,-1.498822,54.996927
35351,200505BB03526,-2.991007,53.653576
420992,200705EE19075,-2.955559,53.470851
388674,200701CP00095,-0.08037,51.520607
731802,2.00894E+12,-3.18433,56.065512
172215,200554AL64905,-1.664611,51.240812
557874,200791NH04174,-6.38608,58.215599
1298328,2012400DA0048,-0.510414,51.897598
325493,200643R019106,-0.799907,51.345656
40710,200506C026041,-2.263615,53.423684
946194,2.0101E+12,-1.421429,54.889374
940633,201006L036180,-2.504012,53.493383
919636,201001SX20890,-0.148281,51.623136
193299,200597CD03408,-4.135468,55.937861
1113836,201114K007811,-1.362171,53.345866
1739557,2.01544E+12,-1.003513,51.014521
791406,2.00913E+12,-1.551097,53.79175
711937,2.00852E+12,-2.617134,51.509964
1063908,201101HT20541,-0.067261,51.523809
971744,2.01021E+12,-2.334119,53.067992
193881,200597ED02110,-4.179523,55.87265
1182548,201150DE2E013,-3.491387,50.734464
1656313,201501RG40597,-0.000801,51.47176
1291620,2.01235E+12,0.087251,52.54664
1258664,2.01213E+12,-1.50214,53.682798
1625726,2014554D42819,-2.076867,50.792637
1202524,2.01194E+12,-3.385456,56.084086
740582,2.00898E+12,-3.285543,55.002401
1778453,201597KC00904,-4.799002,55.955277
95162,2.00523E+12,-1.743311,52.557571
836521,2.00936E+12,1.335166,52.635677
130696,200543N117075,-0.607096,51.67075
991503,2.01035E+12,-0.219127,52.58923
1331962,201250KH2H013,-3.190294,50.799314
394784,200701JI65508,0.085237,51.573805
835214,2.00935E+12,-0.216545,52.572827
1592498,201443P083024,-1.442676,51.97492
1351608,201297AC01310,-4.284132,55.86554
1255694,2.01212E+12,-2.048155,54.023581
1697373,2.0152E+12,-2.031757,52.597069
989866,2.01033E+12,-1.371625,52.710451
1143945,2.01135E+12,0.14244,52.225542
658229,20083104D0064,-1.237823,52.913467
1228898,201201VW40436,-0.143963,51.410031
511282,200743S127057,-0.749379,52.011875
79083,200520E048803,-1.915077,52.443824
1117330,2011160D04261,-0.304066,53.782574
764082,2.00903E+12,-2.651333,54.29936
1075102,201101TB00255,-0.145919,51.525079
48076,200506X038294,-2.114056,53.600726
378583,2.00695E+12,-3.204041,55.924787
350611,200650B32O803,-4.878143,50.576156
843872,200942I030401,0.418943,51.57981
1335135,2.01252E+12,-2.357224,51.380653
697730,2.00846E+12,0.513329,51.296503
578549,200801KF73133,0.052067,51.532663
549601,2007600CO6006,-3.922902,53.115046
1155479,201142I191306,0.205505,51.723677
1195543,2.01161E+12,-3.217541,51.788333
1136809,201131D155111,-1.133116,52.9357
621273,2.00812E+12,-1.441712,53.958291
1778615,201597LA02705,-4.720955,56.001529
382688,200697CD05803,-4.205002,55.901945
485331,2.00733E+12,-1.240715,52.713821
925361,201001XH30738,-0.467766,51.53539
395555,200701KD67405,0.286193,51.57213
1597065,2.01444E+12,-1.379507,50.939878
839975,2009400C02150,-0.461594,51.888608
1639297,201497QA02206,-4.152107,55.756988
226038,200604BA06039,-2.649595,54.10083
75044,2005160C09260,-0.29307,53.91501
1354055,201297ND01011,-4.016208,55.811985
1723401,2.01536E+12,0.273511,52.702167
1313670,2.01244E+12,-0.767359,51.237877
1077206,201101TX20598,-0.35519,51.470379
122652,20054100F4841,-0.316706,51.752552
811784,200920Z015901,-1.755063,52.513275
77735,200520D137802,-1.859732,52.544731
1563523,201422F403499,-2.626554,52.897629
754856,200901RY10483,0.137516,51.457574
1358180,201301EK40083,-0.114192,51.525383
