,Accident_Index,Longitude,Latitude
741880,200901CW10484,-0.141852,51.515213
227883,200604DA06106,-2.705326,53.761484
320369,200642I483911,0.894142,51.892379
1251781,2.0121E+12,-1.51337,54.878391
1287311,201232N130812,-0.403356,52.905541
1158455,201143N174061,-0.60362,51.844701
1395985,201311ND26033,-1.596736,54.789621
1017878,201045RE51999,-0.084937,51.235965
1624538,2014554C26176,-1.91224,50.742269
1548386,201414C102214,-1.281768,53.316896
43395,200506K025599,-2.410958,53.597018
1738386,2.01544E+12,-1.0601,50.793079
1266324,2012160C06651,-0.881606,53.706485
396421,200701KF68424,0.053837,51.533531
206406,200601KD50379,0.216981,51.564465
1151166,20114100A0397,-0.09079,51.79478
1332058,201250KO2W004,-3.329251,50.739852
858657,200945EL42965,-0.460769,51.349334
406427,200701WW50523,-0.166413,51.441949
1195856,2.01161E+12,-3.032754,51.588058
616788,2.0081E+12,-1.711014,54.943248
1321806,2.01246E+12,0.814745,51.033568
901374,200997LA01409,-4.721835,56.001082
1409321,2013160D07131,-0.295645,53.775398
680351,200842I370509,0.922564,51.891316
1122363,201120S061521,-1.88133,52.409722
1449931,201343S104113,-0.721342,52.074784
641692,200820K052102,-2.040163,52.478011
1441767,20134100T1089,-0.413495,51.801917
1499120,201401FH10475,-0.22491,51.49195
613304,2.00807E+12,-2.586714,53.391342
283383,2.00622E+12,-1.856143,52.964907
344703,2.00647E+12,0.078757,50.935575
1704447,2.01521E+12,-1.800895,52.683549
94212,2.00523E+12,-1.778448,52.287395
686638,200843W031028,-1.326426,51.394917
778947,200906Q011794,-2.088709,53.547445
1157460,201142I407512,0.558371,51.553918
48751,2.00507E+12,-2.499537,53.047096
4391,200501FH10400,-0.218185,51.483394
1275728,2.01221E+12,-1.937584,52.757498
454541,2007160C08470,-0.798834,53.93246
715344,2.00852E+12,-2.52558,51.25459
900405,200997GA06403,-4.243699,55.857296
1397950,2.01312E+12,-1.094545,53.968185
1405580,201314C044713,-1.243422,53.354692
1440674,20134100D0662,-0.447422,51.738886
993647,2.01035E+12,0.262108,52.413223
456187,2007170S11977,-1.367242,54.556228
825344,20093102D1565,-1.13324,52.937651
1317756,201245RE73461,-0.20167,51.339258
612726,2.00807E+12,-2.876767,53.163306
111280,2.00535E+12,-0.148305,52.616286
1191405,201154EB15711,-2.080159,51.057734
1029928,201050CD2C017,-4.214035,51.036967
1600784,2.01444E+12,-0.75081,51.306728
124280,20054100T3044,-0.187592,51.684358
591593,200801YR90598,-0.116864,51.596827
608665,200806N095070,-2.320791,53.602238
994486,2.01036E+12,1.235981,52.677822
1752813,2.01547E+12,-0.652784,50.789527
864036,2.00946E+12,0.176563,51.158186
1531438,201406N090420,-2.333812,53.56321
1097834,2.01107E+12,-2.382027,53.068117
98363,200530D000354,-1.710134,52.868453
1529637,201406F091628,-2.278167,53.497287
1317445,201245RE67290,-0.172617,51.232151
1542143,20141312I0291,-1.536702,53.614319
1441821,20134100T2009,-0.224528,51.904692
1599734,2.01444E+12,-1.072704,50.786476
268803,2006160C04220,-0.337584,54.040043
1495240,201401CP00295,-0.106078,51.512483
1563770,201422G401278,-2.506684,52.650622
219581,200601XD80632,-0.333379,51.503883
854334,2.00944E+12,-1.784839,50.89408
1142531,201134NW22961,-0.725209,52.307965
425171,200706J077387,-2.214959,53.383961
764496,2.00903E+12,-3.108884,54.605108
887814,2.00961E+12,-2.852867,51.617287
718212,200854EW07708,-1.85635,51.081863
1170084,201145RE60610,-0.232475,51.325968
596658,200804CK08105,-2.867235,53.631345
463291,200720K500201,-2.005421,52.525216
987349,201032D359210,-0.535107,53.195731
905158,201001CP00335,-0.103029,51.516479
1070673,201101QA10352,-0.33562,51.596536
829472,2.00933E+12,-1.149324,52.632829
23527,200501XH30759,-0.405017,51.58563
1623499,2.01455E+12,-1.710648,51.628849
1001723,20104100T2122,-0.225808,51.794648
706339,2.00847E+12,-0.316213,50.83285
1004326,201042I261408,0.294455,51.62152
653358,200830C000248,-1.48056,53.208009
1201408,2.01192E+12,-2.214475,57.146482
627681,2.00813E+12,-1.742957,53.794112
44118,200506K918450,-2.523515,53.547052
82704,200520H090802,-1.938024,52.656183
447161,2.00713E+12,-1.303594,53.731694
737553,200897KC00203,-4.792233,55.94072
1650642,201501KG70518,0.085029,51.528808
1243061,201206B061379,-2.193517,53.44975
1215132,201201GD10780,-0.056791,51.559787
774326,200906B019691,-2.256981,53.471428
742592,200901CW11436,-0.167306,51.534588
516220,2.00744E+12,-0.815716,51.255894
1469511,201350DE2T019,-3.506657,50.691378
554426,2.00762E+12,-3.493639,51.437422
1674097,201506E096253,-2.302856,53.399241
1037714,2.01053E+12,-2.405038,51.674084
857327,2.00944E+12,-1.092499,50.800103
447714,2.00713E+12,-1.33593,53.632375
1719941,201534WS17865,-1.138738,52.07827
1483672,2.01362E+12,-3.382704,51.750989
573375,200801EO40380,-0.119493,51.557661
758981,200901WW50150,-0.198642,51.456657
483179,200732D230207,-0.540977,53.146269
303604,2.00635E+12,-0.108713,52.626629
1601723,2.01445E+12,-0.409172,51.36762
730332,2.00892E+12,-2.116359,57.162691
1188583,2.01152E+12,-2.55646,51.473761
1670368,201504WB15313,-2.774159,54.122467
303553,2.00635E+12,-0.041505,52.184769
1753758,2.01547E+12,0.472785,50.903361
1191083,201154A416011,-1.835716,51.063042
408195,200701XH30721,-0.430529,51.549016
824308,20093102C0705,-1.181226,52.96532
1693393,201514K292315,-1.48607,53.372158
1025914,2.01047E+12,-0.133615,50.839155
121165,20054100B0574,-0.183441,51.813244
424616,200706G078666,-2.077581,53.48678
367440,2006600FL9024,-3.320491,53.335949
1046783,2.01062E+12,-3.956222,51.62243
703029,2.00847E+12,-0.099312,50.84094
1549336,201414K221114,-1.36461,53.327335
273596,200620E136603,-1.893857,52.457922
1260867,2.01213E+12,-1.504269,53.707795
1393111,2.0131E+12,-1.583586,55.133246
485232,2.00733E+12,-1.103217,52.654784
710996,200850KE2A004,-3.389837,50.634372
1521021,2.01403E+12,-3.130606,54.813235
2724,200501EO40054,-0.140924,51.541546
1306450,201243N257102,-0.729172,51.969039
706991,200850AP2M013,-5.447073,50.175285
715329,2.00852E+12,-2.622759,50.948012
1088159,201104TA11028,-2.645188,53.776833
574269,200801FH10596,-0.216261,51.473653
1133517,201130D000698,-1.416823,52.917177
1175642,2.01146E+12,0.578519,51.369195
232927,200605DD09746,-2.625929,53.471144
1028353,2.01047E+12,-0.127039,50.953628
1582975,2014404BA0700,-0.477298,52.115411
504428,200742I385109,0.433857,51.569878
398467,200701MM70481,-0.104503,51.505262
1612170,2.01447E+12,-0.733345,50.779697
1312204,2.01244E+12,-1.072413,50.795386
1587763,201442I094503,0.893422,51.88433
1679185,2.0151E+12,-1.459266,55.04289
344036,2.00646E+12,0.420528,51.310421
1564736,201423N026430,-1.461013,52.525364
836800,2.00936E+12,0.609855,52.698309
470083,200722DE85973,-1.849041,52.394312
348875,2.00647E+12,0.556491,50.868974
609701,200806Q096602,-2.098882,53.573504
1090274,201105EE01734,-2.915921,53.414171
346802,2.00647E+12,-0.198077,51.104664
532341,2.00747E+12,-0.163398,51.118244
939630,201006J036454,-2.161668,53.405439
1049880,2.01092E+12,-2.134747,57.172465
683040,200843P061068,-1.202317,51.95836
454274,2007160C05680,-0.525116,53.971208
556284,200763AC38707,-4.200839,51.760095
874129,200950ED2K024,-4.171442,50.388479
1520959,2.01403E+12,-2.967644,54.935338
1453155,2.01344E+12,-0.737813,51.278442
15276,200501RG40276,0.004263,51.484928
539754,2.00752E+12,-3.001691,51.12586
1615082,201450BL2K054,-4.373424,50.649235
475512,200730B000638,-1.939121,53.247868
1028968,201050AC2B013,-5.308444,50.194344
88947,2.00522E+12,-2.043416,52.640909
1416388,2.01321E+12,-2.09193,53.047148
1238172,201204EA12359,-2.493333,53.754634
1067412,201101LX50354,-0.121751,51.492321
966498,201020G008940,-2.167152,52.574273
71753,200514D092205,-1.42283,53.370085
765948,200904AN09138,-3.035253,53.865872
1464955,2.01347E+12,-0.16324,50.866013
1005929,201043N008020,-0.741073,51.757055
318030,200642H006302,0.629614,51.548475
1202865,2.01195E+12,-3.094511,55.89984
1207348,201197KB40510,-4.385981,55.876549
299382,2.00633E+12,-1.341294,52.709568
1466065,2.01347E+12,-0.105755,50.848456
1689878,2015132BN0251,-1.783782,53.639664
447367,2.00713E+12,-1.749273,53.829629
1472133,2.01352E+12,-3.022684,50.913289
1392276,2.01307E+12,-2.374516,53.302973
611778,2.00807E+12,-2.427725,53.34177
1516063,201401XD80587,-0.31533,51.501017
623093,2.00813E+12,-1.478105,53.667415
832495,200934WN55189,-0.895976,52.277228
277086,200620J094201,-2.086872,52.495516
1689579,2015132B51193,-1.781103,53.64889
1232236,201201YE80849,-0.079351,51.650894
1235374,2.01203E+12,-3.062291,54.217976
898756,2.00996E+12,-4.211621,56.242354
808266,200920G052401,-2.152821,52.569078
668990,2.00836E+12,0.947992,52.573827
231267,200605AA11834,-3.036899,53.43934
27965,2.00503E+12,-3.382646,54.638242
881691,2.00953E+12,-2.438227,51.651487
1718606,2.01533E+12,-1.198042,52.48585
710548,200850JI2G006,-3.91863,50.388518
917543,201001QK50543,-0.250032,51.558152
556651,200763BC15607,-4.658835,52.105228
1214470,201201GD10043,-0.074718,51.555496
967457,201020J008640,-2.082382,52.457671
538083,200750F31J507,-3.526354,50.469967
1245767,201206N063749,-2.3124,53.597694
351428,200650C24C033,-3.861707,51.040504
320917,200642I543112,0.127078,51.771076
608274,200806M096852,-2.378083,53.434882
306014,2.00635E+12,-0.246839,52.590273
393838,200701JC30055,0.011361,51.570868
389999,200701CW11333,-0.144323,51.514712
694521,200845RE30493,-0.163708,51.171668
1009962,201043S028040,-0.783929,52.038132
451504,200714G109107,-1.434559,53.392344
754097,200901RG40360,0.080272,51.496644
1248917,2.01207E+12,-2.524324,53.429206
978712,2.01023E+12,-1.463884,52.513483
245725,2.00607E+12,-2.855581,53.196091
1780555,2.01598E+12,-3.461007,55.035579
1030082,201050CN2B017,-4.15728,51.101794
170809,2.00553E+12,-2.102283,51.834063
46758,200506P039187,-2.215109,53.592407
1343328,2.01262E+12,-3.268843,51.559756
629964,200814C019208,-1.322521,53.487492
1248618,2.01207E+12,-2.666503,53.339417
1621547,2.01452E+12,-2.784333,51.348738
1121359,201120M015171,-1.535319,52.404823
1025168,2.01047E+12,-0.303293,51.016577
1417656,2.01321E+12,-2.022579,52.700221
464952,200720Z048001,-1.901486,52.534884
1309171,201243R263112,-0.610445,51.528085
902220,200997ND01909,-3.985543,55.830368
711852,2.00852E+12,-3.395844,51.164534
1738324,2.01544E+12,-1.056953,50.798602
308400,200636T060054,1.170969,52.768886
187944,2.00593E+12,-3.263823,56.393319
1522391,201404BB14070,-2.841043,54.078721
1645484,201501GD10048,-0.069041,51.557254
1296309,2.01237E+12,0.409144,52.245486
722515,2.00861E+12,-3.31942,53.272045
955329,2.01013E+12,-1.336987,53.642089
48154,200506X041006,-2.362599,53.525626
405180,200701TX20748,-0.400285,51.490157
273428,200620E108702,-1.892894,52.430411
566781,200797KC04209,-4.843748,55.9159
974802,2.01021E+12,-1.705496,52.631561
914260,201001LX51231,-0.122618,51.450158
311570,200640C027060,-0.416122,51.896547
621838,2.00813E+12,-1.622804,53.886822
1406037,201314K033413,-1.421295,53.402393
743293,200901CW12377,-0.12799,51.494758
914447,201001MM70256,-0.090147,51.448824
1419281,201322D304007,-2.453083,52.684641
1122297,201120S055661,-1.994236,52.395487
522768,2.00746E+12,0.527275,51.377957
852286,200943S082079,-0.669746,52.048766
281954,2.00622E+12,-2.04943,52.732513
1360707,201301GD10577,-0.080216,51.561972
1097100,2.01107E+12,-2.578251,53.377181
1233021,201201ZD30134,-0.119107,51.36395
615084,2.0081E+12,-1.410557,54.971909
28774,200504A006405,-3.014324,53.805379
585390,200801SX20132,-0.160255,51.605699
575482,200801HT72593,-0.07095,51.525219
849790,200943P129039,-1.381432,52.013742
474893,200730B000007,-1.701485,53.347826
303825,2.00635E+12,0.26587,52.164966
1001520,20104100K0571,-0.017904,51.75041
244891,2.00607E+12,-2.804524,53.267372
507920,200743P094037,-1.371588,52.050733
1484707,201363CP00913,-4.766576,51.771248
124651,200542A012603,0.214163,51.968565
1186012,2.01152E+12,-3.109755,51.01967
1759474,2.01552E+12,-2.400988,51.056997
1336996,2.01254E+12,-1.790974,51.553302
1434192,2.01335E+12,0.118312,52.20161
649274,200822FA87899,-2.7203,52.309142
344492,2.00647E+12,-0.195793,51.086283
521545,200745TA06533,-0.047355,51.22698
1264445,201214K253812,-1.469779,53.365539
1714512,2.01532E+12,-0.631753,52.874559
828453,200932D388609,-0.508483,53.238193
204180,200601HT20331,-0.026012,51.5376
190962,2.00595E+12,-3.065542,55.823177
577594,200801KD69879,0.184902,51.533411
670781,200837B041015,0.723611,52.03594
614265,2.0081E+12,-1.598891,54.96279
377203,2.00693E+12,-4.01622,56.375099
829058,2.00933E+12,-1.09638,52.699593
862660,2.00946E+12,0.499473,51.400498
693126,200845EP28296,-0.245897,51.354137
719050,2008558C04200,-1.933341,50.753164
355667,2.00652E+12,-3.228694,50.977652
1506221,201401MM70346,-0.063545,51.461878
1386269,201305FF04855,-2.933268,53.38458
1310086,201243W062092,-0.971741,51.411495
582578,200801PY20329,0.092151,51.406772
651562,2.00823E+12,-1.437057,52.41024
296614,200632B354206,-0.620749,52.807214
598836,200804FA08168,-2.242363,53.787402
290630,200630C000342,-1.509409,53.159769
204340,200601HT20505,-0.0145,51.513845
1128010,201122D101817,-2.091311,52.43402
1377943,201301ZD30578,-0.118309,51.362409
629899,200814C005508,-1.346938,53.398998
22789,200501XD89101,-0.382147,51.502048
169024,2.00552E+12,-2.974102,51.349282
411435,2.00703E+12,-2.743276,54.327858
1195909,2.01161E+12,-3.216387,51.578026
1025577,2.01047E+12,-0.798763,50.832881
1161154,201143R126031,-0.549664,51.490031
621718,2.00813E+12,-1.381435,53.716032
1343448,2.01262E+12,-3.83635,51.65557
1700429,201520M014945,-1.477477,52.386094
1672525,2.01505E+12,-2.790539,53.37601
621771,2.00813E+12,-1.816644,53.8151
579054,200801KG69421,0.148254,51.532919
1532232,201406X086174,-2.356992,53.524259
481496,200732B183407,-0.146182,52.785194
315170,20064100J2854,-0.204285,51.686593
1683033,201511SJ27035,-1.553129,54.533544
1726218,2015405DA0005,-0.627462,52.056622
53738,2.0051E+12,-1.999805,55.738209
439749,2.00712E+12,-1.539241,53.986837
793280,2.00913E+12,-1.8249,53.80208
1337077,2.01254E+12,-1.794212,51.570931
380654,2.00695E+12,-2.336685,55.798129
1163329,201143W221111,-1.3043,51.40378
1192667,2011551C57702,-1.900943,50.722566
1679906,2.0151E+12,-1.618616,54.977364
940784,201006L040237,-2.493813,53.523718
61342,2.00512E+12,-0.536223,54.384006
512931,2.00744E+12,-1.092346,51.246046
922166,201001TX20656,-0.384069,51.472129
800335,200914K190709,-1.477223,53.469393
200867,200601CW11328,-0.167929,51.529831
914252,201001LX51199,-0.104323,51.42972
1016592,201045EL55487,-0.384572,51.404872
1081531,201101YR90475,-0.10488,51.58989
632094,200814K297708,-1.508184,53.3844
311929,200640D014060,-0.523516,51.883646
870399,2.00947E+12,-0.183276,51.088697
1159355,201143P082121,-0.961141,51.681968
629630,200814B098608,-1.484041,53.50349
605826,200806G096125,-2.070628,53.47438
75182,2005160D00870,-0.310462,53.755606
782920,2.00907E+12,-2.576225,53.382944
455321,2007160D08180,-0.359324,53.751251
1290430,201234NK01742,-0.727114,52.389803
774590,200906C008768,-2.265339,53.434736
1143694,2.01135E+12,0.263117,52.401334
1735252,201543P296065,-1.264605,51.776702
1738691,2.01544E+12,-1.605931,50.910529
830103,2.00933E+12,-0.730553,52.668909
1114991,201114K312011,-1.50286,53.376827
531692,2.00747E+12,-0.770419,50.841489
1699587,201520K012205,-1.991853,52.505556
1080942,201101YE80656,-0.045421,51.619669
894601,2.00992E+12,-2.094887,57.171154
1245089,201206L062086,-2.478602,53.531114
915381,201001PL60193,-0.028278,51.475138
1081,200501CW10050,-0.142749,51.521522
379863,2.00695E+12,-3.289913,55.961208
309364,200637B026584,0.799156,52.262058
1577518,2.01435E+12,0.241038,52.365967
609543,200806Q090467,-2.107555,53.53997
1502225,201401JI40191,0.095955,51.549514
312875,20064100B0510,-0.181812,51.853684
164860,2.00552E+12,-2.752513,51.43553
1474580,2.01352E+12,-2.62176,51.447537
1731269,201542I161205,0.515742,51.588035
210319,200601PL60245,-0.038084,51.478181
959639,201014B043010,-1.445001,53.525876
1166072,2.01144E+12,-1.63992,50.842645
1005530,201042I391111,0.91788,51.893052
597265,200804DA08124,-2.697613,53.762877
116463,200536T050083,1.713694,52.650308
1234562,2.01203E+12,-2.849156,54.919508
699141,2.00846E+12,0.751383,51.441171
800052,200914K119809,-1.354958,53.395806
1662490,201501XH30438,-0.412678,51.519514
1636931,201497AD02411,-4.266454,55.872383
1531768,201406P093814,-2.223828,53.543971
1124959,2.01121E+12,-2.155763,53.023323
324109,200643P161096,-1.138486,51.886969
1767664,201560S151010,-3.702982,53.292931
612948,2.00807E+12,-2.363565,53.144224
776022,200906J014675,-2.166959,53.412263
1034843,2.01052E+12,-2.465346,51.377316
298380,2.00633E+12,-1.362915,52.546067
983774,20103102C2299,-1.172411,52.974698
126392,200542C067611,0.469208,51.713393
545672,200754DE15607,-1.762939,51.563769
285642,200622EA37136,-2.755387,52.22468
1239049,201204FL12038,-2.358532,53.702909
973021,2.01021E+12,-1.611019,52.838324
671632,200837G026304,1.165481,52.060864
1281147,201230C001985,-1.46141,53.218711
1607140,2.01446E+12,0.492343,51.393635
600564,200805BB24363,-2.97872,53.495293
438751,200711DJ10310,-1.550203,54.524603
1292327,2.01235E+12,0.352012,52.317499
1535798,2.0141E+12,-1.504242,54.994784
1406793,201314K246413,-1.482435,53.370332
1544044,2.01413E+12,-1.336318,53.721346
1712462,201531B184415,-1.124003,53.301923
500035,20074100K0025,-0.040102,51.75303
1679796,2.0151E+12,-1.605666,55.001163
1481221,2.01361E+12,-2.96657,51.598243
306423,2.00636E+12,1.526904,52.483059
1004231,201042I251408,0.580558,51.550824
253935,2.00612E+12,-1.512854,54.14375
861659,200945TA43204,-0.002208,51.257425
893965,2.00992E+12,-2.814699,57.250654
1637703,201497GA70411,-4.266281,55.852128
1235492,201204AL12111,-3.02252,53.746533
8945,200501KF60388,0.02296,51.529841
1100864,2.0111E+12,-1.603329,55.067137
69799,200514A279505,-1.136773,53.520543
1025427,2.01047E+12,0.336693,50.989967
676365,20084100K0350,-0.034483,51.695564
1354186,201297NE02110,-3.995633,55.793537
1177961,2.01147E+12,-0.13336,50.95506
1283044,201231A247812,-1.1952,53.141862
1423375,2.0133E+12,-1.477967,53.002233
374361,200663DP02306,-3.08926,52.782001
983702,20103102C2082,-1.16329,52.930315
393916,200701JC30154,-0.018745,51.601956
1199267,201163BC10511,-4.343766,52.159756
1328348,201250AH2Q012,-5.27881,50.101758
771220,200905BB33061,-2.986436,53.490016
67869,2.00513E+12,-1.793256,53.660195
1087303,201104EL11090,-2.390615,53.764989
842776,20094100J0029,-0.375446,51.653836
1162626,201143W052031,-0.968643,51.434128
761370,200901YE80191,-0.127964,51.61481
157360,2.00547E+12,-0.182849,50.862417
993608,2.01035E+12,-0.252574,52.572285
53810,2.0051E+12,-1.577453,54.892263
1033996,2.01052E+12,-3.485943,51.204342
1301501,201242I006801,0.895755,51.894858
747922,200901KD50397,0.196209,51.573579
1231528,201201XH39003,-0.404123,51.520513
1332937,2.01252E+12,-3.008849,50.988571
1328132,2.01247E+12,-0.015354,50.921474
1485817,2.01392E+12,-2.09788,57.13936
1161428,201143R188061,-0.53015,51.501118
297608,200632D003406,-0.64908,53.203551
899742,200997BA03612,-4.192566,55.862981
1269799,201220K011252,-2.013385,52.542206
1151914,20114100D0087,-0.426265,51.768368
324784,200643P286026,-1.14674,51.911485
840307,2009400D00714,-0.681541,51.920411
1260695,2.01213E+12,-1.47966,53.639468
302722,200634WN04175,-0.88222,52.241405
176868,2005600CO3077,-3.790451,53.278848
1751983,2.01547E+12,0.45451,50.900977
502778,200742I204405,0.414094,51.512819
13530,200501PY20831,0.109591,51.388923
233243,200605EE05066,-2.968541,53.432273
657645,20083102D1507,-1.152666,52.925835
1331466,201250JN2M019,-3.600861,50.530924
1263419,201214C124212,-1.287433,53.467782
597645,200804DL08061,-2.751837,53.792121
48126,200506X040159,-2.368265,53.517968
785717,2.0091E+12,-1.53696,54.902091
1744806,2.01545E+12,-0.579211,51.22708
94219,2.00523E+12,-1.712347,52.194021
698190,2.00846E+12,0.614509,51.264426
1244066,201206G066890,-2.097473,53.486065
1358307,201301EK40234,-0.132687,51.520823
1718615,2.01533E+12,-1.209453,52.625542
509934,200743R127107,-0.762,51.414862
352849,200650D42P304,-3.334443,50.929728
980202,201030C000460,-1.398672,53.078538
1089303,201105BB04542,-2.982,53.421915
78202,200520D249301,-1.84914,52.494463
1652906,201501PL60101,-0.030112,51.453192
1045015,2.01062E+12,-3.942397,51.623469
466956,2.00722E+12,-2.027175,52.665726
1078376,201101WW50336,-0.183754,51.436463
1767543,201560S134736,-3.822064,53.289615
147554,200545WO65355,-0.613227,51.317607
1544410,2.01413E+12,-2.152412,53.731356
1079198,201101XD80311,-0.289179,51.51062
685492,200843R224088,-0.631108,51.521674
812686,2.00922E+12,-2.25037,53.063793
646149,2.00822E+12,-2.15433,52.997615
1386073,201305FF02451,-2.887996,53.347665
671489,200837G025872,1.096666,52.034273
1018250,201045RU51193,-0.554101,51.431726
653268,200830C000156,-1.344604,53.119693
173625,200554DH14405,-1.786765,51.528118
1354386,201297QB00812,-4.081994,55.818528
156156,2.00547E+12,0.432654,50.941957
124555,200542A002701,0.245055,52.018608
85527,200520M041503,-1.503887,52.441915
921247,201001TW60012,-0.353771,51.429802
1019503,201045WA49556,-0.615775,51.185176
582186,200801PL60727,-0.008465,51.45394
821538,200930C000465,-1.383706,53.258696
512872,2.00744E+12,-1.434155,50.862872
583350,200801QA10424,-0.352153,51.562599
550285,2007600FL3119,-3.055919,53.192057
624955,2.00813E+12,-1.767618,53.809173
1402315,2.01313E+12,-1.532878,53.802952
692377,2.00844E+12,-0.782295,51.132173
921863,201001TX20303,-0.395256,51.432356
1396559,201311SB22533,-1.684161,54.732302
653053,200830B000493,-1.974671,53.447343
320788,200642I529212,0.484838,51.723855
721345,2.00861E+12,-3.930295,52.983123
91551,200522DG45057,-1.950716,52.280311
256527,2.00613E+12,-1.590161,53.786497
777231,200906L015442,-2.523205,53.497436
586513,200801TW60304,-0.288347,51.467444
733724,2.00895E+12,-3.240384,55.920203
423995,200706F073682,-2.304562,53.509968
1493589,201397UA04809,-4.71114,55.674009
395626,200701KD68134,0.183572,51.574894
58012,200511CG22810,-1.524462,54.837788
560224,2.00793E+12,-3.434965,56.399363
222226,200601ZD30101,-0.020377,51.344877
317200,200642E014805,0.87614,51.869977
982949,20103102B2241,-0.867041,53.085541
1151182,20114100A0444,-0.122087,51.75356
1351533,201297AB03411,-4.250663,55.861663
1734817,201543P199045,-1.126675,51.956759
1119036,201120G009071,-2.135407,52.567751
258651,2.00613E+12,-1.549194,53.799383
999847,20104100C0496,-0.398401,51.66701
1058960,201101BS70442,-0.1638,51.48912
1594969,201443S037124,-0.759056,52.038134
28565,2.00503E+12,-3.2233,54.113264
127033,200542E009803,0.9048,51.897603
1404086,2.01314E+12,-1.491121,53.372985
113458,2.00535E+12,-0.144865,52.428404
720593,2008558W00483,-2.361685,50.746058
1608496,2.01446E+12,0.782594,51.421906
1507842,201401PL61043,-0.047024,51.427341
1603075,2.01445E+12,-0.498749,51.369234
729065,200891NP06413,-6.088242,57.262252
683557,200843P163108,-1.20195,51.938037
95285,2.00523E+12,-1.683707,52.477145
1041347,2010550D51829,-1.77947,50.736068
1705003,2.01522E+12,-2.156642,52.997397
1440054,20134100B0457,-0.24531,51.751778
44690,200506L033397,-2.625212,53.494069
816758,200922E902015,-2.867049,51.951395
1438137,201337EA75760,1.71669,52.462922
1397225,2.01312E+12,-1.095279,53.968756
694865,200845RU27660,-0.518253,51.39252
304493,2.00635E+12,-0.276575,52.381484
411487,2.00703E+12,-2.966841,54.888882
518592,200745EL14918,-0.411038,51.329876
528558,2.00747E+12,-0.195296,50.852897
1427706,201332E227113,0.114384,53.241203
162468,200550D43B432,-3.826342,50.801027
327899,200643W199096,-1.043573,51.476486
1034977,2.01052E+12,-2.36307,51.380375
1038314,201054DE25510,-1.750806,51.566351
1718489,2.01533E+12,-1.002203,52.738241
706000,2.00847E+12,-0.677097,50.786419
376925,2.00693E+12,-2.605183,56.721534
1221767,201201PY20344,-0.067956,51.41195
1074578,201101TA01510,0.107612,51.608208
1411035,201320H006513,-1.987277,52.574661
601627,200805DD27041,-2.750302,53.467282
247105,2.0061E+12,-1.45653,54.818092
1353566,201297LA06004,-4.422755,55.922748
1330995,201250GW3N002,-4.701228,50.430115
348614,2.00647E+12,-0.008755,50.795989
687957,2.00844E+12,-0.900528,51.058436
468530,2.00722E+12,-2.108987,52.979057
1638147,201497KA02811,-4.473209,55.8438
69222,200514A137005,-1.126922,53.522808
1335471,2.01252E+12,-2.952391,51.347932
854620,2.00944E+12,-1.267033,50.582619
429646,2.00707E+12,-2.380144,53.362156
1061102,201101CW12109,-0.162795,51.517701
1133878,201130D001072,-1.483339,52.901663
1331948,201250KH2E004,-3.196869,50.86058
1098806,2.01107E+12,-2.597613,53.375018
1757201,201550EC2J049,-4.12325,50.370279
1408309,2013160C04991,-1.032469,53.679413
551872,2.00761E+12,-3.21641,51.654547
1600239,2.01444E+12,-1.098413,50.678545
1674932,201506K004156,-2.438029,53.571401
948537,2.0101E+12,-1.446084,54.978546
1489370,2.01395E+12,-2.593772,55.468662
390017,200701CW11356,-0.123117,51.504663
599983,200805AA25582,-3.059016,53.372176
1210401,201201BS70408,-0.191086,51.502134
925752,201001YE80299,-0.097202,51.638865
540004,2.00752E+12,-2.36594,51.470014
829161,2.00933E+12,-1.127999,52.627819
943205,2.01007E+12,-2.509457,53.078787
84378,200520K101501,-2.03978,52.543009
1576699,201434WN22484,-0.862389,52.250009
370438,2.00662E+12,-3.910015,51.667704
1391993,2.01307E+12,-2.229073,53.327306
606332,200806J094311,-2.216364,53.394296
1726102,2015405CA1244,-0.425946,51.882112
906352,201001CW11564,-0.149343,51.543748
750725,200901MM70507,-0.08541,51.427884
863736,2.00946E+12,0.726119,51.335901
3687,200501EO41153,-0.190766,51.535671
437687,200711AL05030,-1.520781,54.701534
664215,200834TK57798,-0.69102,52.42762
615481,2.0081E+12,-1.466743,54.869721
1001624,20104100T1117,-0.415756,51.766338
949062,2.0101E+12,-1.408906,54.87152
790614,2.00912E+12,-1.736084,54.402926
128634,200542G060008,0.012591,51.690091
1777520,201597BE01102,-4.271933,55.879516
1231084,201201XH30348,-0.417984,51.499029
199245,200601BS70569,-0.20311,51.507804
510461,200743R263017,-0.51413,51.479785
645506,2.00822E+12,-2.273799,52.94616
589504,200801XD80609,-0.290221,51.52898
416694,200704EL07114,-2.406996,53.734914
573653,200801EO40701,-0.099038,51.54654
1399926,2.01313E+12,-1.626182,53.710916
256329,2.00613E+12,-2.151013,53.709354
619387,2.00812E+12,-1.32916,53.858576
994875,2.01036E+12,1.71286,52.598614
1612277,2.01447E+12,-0.210068,50.987577
1162929,201143W122011,-1.322792,51.417106
329069,2.00644E+12,-1.423215,51.195989
1716723,2.01533E+12,-0.955193,52.818027
1158351,201143N151081,-0.986965,51.988982
540710,2.00752E+12,-2.840486,51.431605
1303469,201242I215807,0.281127,51.502621
735440,200897AB05211,-4.25603,55.863272
4485,200501FH10508,-0.22398,51.493644
675540,20084100F4565,-0.282586,51.746843
